"","department_descr","product_group_descr","product_module_descr","new_label"
"1144","DRY GROCERY","PREPARED FOOD-DRY MIXES","DRY DINNERS - PASTA","Prepared food dry mixes"
"1145","DRY GROCERY","PREPARED FOOD-DRY MIXES","MIXES - ETHNIC SPECIALTIES","Prepared food dry mixes"
"1146","DRY GROCERY","PREPARED FOOD-DRY MIXES","PERISHABLE TORTILLA AND MEXICAN SHELL","Prepared food dry mixes"
"1147","DRY GROCERY","PREPARED FOOD-DRY MIXES","PERISHABLE MEAL KIT","Prepared food dry mixes"
"1148","DEPT-DRY GROCERY","PREPARED FOOD-DRY MIXES","MEAL KIT","Prepared food dry mixes"
"1149","FROZEN FOODS","PREPARED FOODS-FROZEN","PERISHABLE SOUP AND CHOWDER","Prepared frozen food"
"1150","FROZEN FOODS","PREPARED FOODS-FROZEN","PERISHABLE STEW AND CHILE","Prepared frozen food"
"1151","FROZEN FOODS","PREPARED FOODS-FROZEN","PERISHABLE MEAL STARTER DRY FRZ DRD ML","Prepared frozen food"
"1152","FROZEN FOODS","PREPARED FOODS-FROZEN","MEAL STARTERS","Prepared frozen food"
"1153","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - REMAINING - 2 FOOD - FROZEN","Prepared frozen food"
"1154","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - SEAFOOD - 2 FOOD - FROZEN","Prepared frozen food"
"1155","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - MEAT - 2 FOOD - FROZEN","Prepared frozen food"
"1156","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - POULTRY - 2 FOOD - FROZEN","Prepared frozen food"
"1157","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - MULTI PACK - FROZEN","Prepared frozen food"
"1158","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - ITALIAN - 2 FOOD - FROZEN","Prepared frozen food"
"1159","FROZEN FOODS","PREPARED FOODS-FROZEN","DINNERS-FROZEN","Prepared frozen food"
"1160","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - MEXICAN - 2 FOOD - FROZEN","Prepared frozen food"
"1161","FROZEN FOODS","PREPARED FOODS-FROZEN","POT PIES-FROZEN","Prepared frozen food"
"1162","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - MEAT - 1 FOOD - FROZEN","Prepared frozen food"
"1163","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - POULTRY - 1 FOOD - FROZEN","Prepared frozen food"
"1164","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - ORIENTAL - 1 FOOD - FROZEN","Prepared frozen food"
"1165","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - ITALIAN - 1 FOOD - FROZEN","Prepared frozen food"
"1166","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - MEXICAN - 1 FOOD - FROZEN","Prepared frozen food"
"1167","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - REMAINING - 1 FOOD - FROZEN","Prepared frozen food"
"1168","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - SEAFOOD - 1 FOOD - FROZEN","Prepared frozen food"
"1169","FROZEN FOODS","PREPARED FOODS-FROZEN","ENTREES - ORIENTAL - 2 FOOD - FROZEN","Prepared frozen food"
"1170","FROZEN FOODS","PREPARED FOODS-FROZEN","PASTA-PLAIN-FROZEN","Prepared frozen food"
"1171","FROZEN FOODS","PREPARED FOODS-FROZEN","CORN DOGS-FROZEN/REFRIGERATED","Prepared frozen food"
"1172","FROZEN FOODS","PREPARED FOODS-FROZEN","SOUP-FROZEN-REFRIGERATED","Prepared frozen food"
"1173","FROZEN FOODS","PREPARED FOODS-FROZEN","SAUCES & GRAVIES-FROZEN/REFRIGERATED","Prepared frozen food"
"1174","FROZEN FOODS","PREPARED FOODS-FROZEN","TACO FILLING-FROZEN/REFRIGERATED","Prepared frozen food"
"1175","FROZEN FOODS","PREPARED FOODS-FROZEN","RBC PREPARED MEAL SINGLE COURSE","Prepared frozen food"
"1176","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","INK JET AND TONER CARTRIDGE","Printer and ink"
"1177","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","PRINTERS","Printer and ink"
"1178","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","RBC BLANK COMPACT DISC AND DVD","Recording and storage media"
"1179","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","BLANK AUDIO PRODUCT","Recording and storage media"
"1180","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","BLANK VIDEO PRODUCT","Recording and storage media"
"1181","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","BLANK COMPACT DISC AND DVD","Recording and storage media"
"1182","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","DISK DISKETTE AND DATA CARTRIDGE","Recording and storage media"
"1183","DRY GROCERY","SEAFOOD - CANNED","ANCHOVY PASTE","Canned seafood"
"1184","DRY GROCERY","SEAFOOD - CANNED","SEAFOOD - ANCHOVIES","Canned seafood"
"1185","DRY GROCERY","SEAFOOD - CANNED","SEAFOOD-CLAMS-CANNED","Canned seafood"
"1186","DRY GROCERY","SEAFOOD - CANNED","SEAFOOD - REMAINING - CANNED","Canned seafood"
"1187","DRY GROCERY","SEAFOOD - CANNED","SEAFOOD-CRAB-CANNED","Canned seafood"
"1188","DRY GROCERY","SEAFOOD - CANNED","SEAFOOD - OYSTERS - CANNED","Canned seafood"
"1189","DRY GROCERY","SEAFOOD - CANNED","SEAFOOD - SALMON - CANNED","Canned seafood"
"1190","DRY GROCERY","SEAFOOD - CANNED","SEAFOOD - SARDINES - CANNED","Canned seafood"
"1191","DRY GROCERY","SEAFOOD - CANNED","SEAFOOD - SHRIMP - CANNED","Canned seafood"
"1192","DRY GROCERY","SEAFOOD - CANNED","SEAFOOD-TUNA-SHELF STABLE","Canned seafood"
"1193","DRY GROCERY","SEAFOOD - CANNED","PERISHABLE SHELF STABLE SEAFOOD","Canned seafood"
"1194","DRY GROCERY","SEAFOOD - CANNED","RBC SHELF STABLE SEAFOOD","Canned seafood"
"1195","GENERAL MERCHANDISE","SEWING NOTIONS","HOUSEHOLD SCISSOR","Sewing notions"
"1196","GENERAL MERCHANDISE","SEWING NOTIONS","SEWING/NEEDLECRAFT ACCESSORIES","Sewing notions"
"1197","GENERAL MERCHANDISE","SEWING NOTIONS","SCISSORS","Sewing notions"
"1198","HEALTH & BEAUTY CARE","SHAVING NEEDS","SHAVING ACCESSORY","Shaving needs"
"1199","HEALTH & BEAUTY CARE","SHAVING NEEDS","DEPILATORIES - WOMEN'S","Shaving needs"
"1200","HEALTH & BEAUTY CARE","SHAVING NEEDS","RAZOR BLADES","Shaving needs"
"1201","HEALTH & BEAUTY CARE","SHAVING NEEDS","RAZORS NON-DISPOSABLE","Shaving needs"
"1202","HEALTH & BEAUTY CARE","SHAVING NEEDS","SHAVE CREAM - OTHER THAN WOMEN'S","Shaving needs"
"1203","HEALTH & BEAUTY CARE","SHAVING NEEDS","DEPILATORIES - MEN'S","Shaving needs"
"1204","HEALTH & BEAUTY CARE","SHAVING NEEDS","SHAVE CREAMS - WOMEN'S","Shaving needs"
"1205","HEALTH & BEAUTY CARE","SHAVING NEEDS","RAZORS DISPOSABLE","Shaving needs"
"1206","GENERAL MERCHANDISE","SHOE CARE","SHOE CARE PRODUCTS","Shoe care (shoe polish, shoe laces)"
"1207","GENERAL MERCHANDISE","SHOE CARE","REMAINING SHOE/BOOT CLEANERS/COLORS","Shoe care (shoe polish, shoe laces)"
"1208","GENERAL MERCHANDISE","SHOE CARE","SHOE POLISH","Shoe care (shoe polish, shoe laces)"
"1209","GENERAL MERCHANDISE","SHOE CARE","SHOE LACES","Shoe care (shoe polish, shoe laces)"
"1210","GENERAL MERCHANDISE","SHOE CARE","FOOTWEAR","Shoe care (shoe polish, shoe laces)"
"1211","GENERAL MERCHANDISE","SHOE CARE","FOOTWEAR CARE PRODUCT","Shoe care (shoe polish, shoe laces)"
"1212","GENERAL MERCHANDISE","SHOE CARE","FOOTWEAR ACCESSORY","Shoe care (shoe polish, shoe laces)"
"1213","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","SUNTAN PREPARATIONS - SUNSCREENS & SUNBLOCKS","Skin care"
"1214","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","SUNTAN PREPARATIONS - LOTIONS/ OILS/ ETC.","Skin care"
"1215","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","FACE CLEANSERS & CREAMS & LOTIONS","Skin care"
"1216","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","HAND & BODY LOTIONS","Skin care"
"1217","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","SKIN BLEACHING/TONING PRODUCTS","Skin care"
"1218","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","HAND CREAM","Skin care"
"1219","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","SKIN CREAM-ALL PURPOSE","Skin care"
"1220","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","SKIN CREAM-SPECIAL PURPOSE","Skin care"
"1221","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","ACNE REMEDIES","Skin care"
"1222","HEALTH & BEAUTY CARE","SKIN CARE PREPARATIONS","SUN EXPOSURE DETECTOR PRODUCT TOPICAL","Skin care"
"1223","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","HOUSEHOLD SMART PRODUCT","Smart home devices"
"1224","DRY GROCERY","SNACKS","DIP - MIXES","Snacks"
"1225","DRY GROCERY","SNACKS","DIP - CANNED","Snacks"
"1226","DRY GROCERY","SNACKS","SNACKS - PORK RINDS","Snacks"
"1227","DRY GROCERY","SNACKS","SNACKS - MEAT","Snacks"
"1228","DRY GROCERY","SNACKS","SNACKS - PUFFED CHEESE","Snacks"
"1229","DRY GROCERY","SNACKS","SNACKS - POTATO CHIPS","Snacks"
"1230","DRY GROCERY","SNACKS","SNACKS - POTATO STICKS","Snacks"
"1231","DRY GROCERY","SNACKS","SNACKS - CORN CHIPS","Snacks"
"1232","DRY GROCERY","SNACKS","SNACKS - TORTILLA CHIPS","Snacks"
"1233","DRY GROCERY","SNACKS","SNACKS - REMAINING","Snacks"
"1234","DRY GROCERY","SNACKS","POPCORN - POPPED","Snacks"
"1235","DRY GROCERY","SNACKS","POPCORN - UNPOPPED","Snacks"
"1236","DRY GROCERY","SNACKS","SNACKS - PRETZEL","Snacks"
"1237","DRY GROCERY","SNACKS","SNACKS - CARAMEL CORN","Snacks"
"1238","DRY GROCERY","SNACKS","SNACKS - VARIETY PACKS","Snacks"
"1239","DRY GROCERY","SNACKS","CRACKERS - SANDWICH & SNACK PACKS","Snacks"
"1240","DRY GROCERY","SNACKS","TRAIL MIXES","Snacks"
"1241","DRY GROCERY","SNACKS","SNACKS - HEALTH BARS & STICKS","Snacks"
"1242","DRY GROCERY","SNACKS","PERISHABLE SNACK BAR","Snacks"
"1243","DRY GROCERY","SNACKS","PERISHABLE MEAT AND SEAFOOD SNACK","Snacks"
"1244","DRY GROCERY","SNACKS","PERISHABLE POPCORN","Snacks"
"1245","DRY GROCERY","SNACKS","PERISHABLE POTATO CHIP","Snacks"
"1246","DRY GROCERY","SNACKS","PERISHABLE PRETZEL","Snacks"
"1247","DRY GROCERY","SNACKS","PERISHABLE TORTILLA CHIP","Snacks"
"1248","DRY GROCERY","SNACKS","PERISHABLE NUT","Snacks"
"1249","DRY GROCERY","SNACKS","PERISHABLE SNACK REMAINING","Snacks"
"1250","DRY GROCERY","SNACKS","PERISHABLE TRAIL MIX","Snacks"
"1251","DRY GROCERY","SNACKS","PERISHABLE PORK RIND AND PORK SKIN SNACK","Snacks"
"1252","DRY GROCERY","SNACKS","PERISHABLE LUNCH COMBINATION","Snacks"
"1253","DRY GROCERY","SNACKS","PERISHABLE COMBINATION SNACK","Snacks"
"1254","DAIRY","SNACKS, SPREADS, DIPS-DAIRY","PERISHABLE PREPARED SPREAD","Snacks"
"1255","DAIRY","SNACKS, SPREADS, DIPS-DAIRY","PERISHABLE DIP AND SPREAD","Snacks"
"1256","DAIRY","SNACKS, SPREADS, DIPS-DAIRY","GARLIC SPREADS-REFRIGERATED","Snacks"
"1257","DAIRY","SNACKS, SPREADS, DIPS-DAIRY","SEAFOOD-REFRIGERATED","Snacks"
"1258","DAIRY","SNACKS, SPREADS, DIPS-DAIRY","SPREADS-REMAINING","Snacks"
"1259","DAIRY","SNACKS, SPREADS, DIPS-DAIRY","DAIRY - DIP - REFRIGERATED & FROZEN","Snacks"
"1260","DAIRY","SNACKS, SPREADS, DIPS-DAIRY","RBC DIP AND SPREAD","Snacks"
"1261","NON-FOOD GROCERY","PERSONAL SOAP AND BATH ADDITIVES","SOAP - LIQUID","Soaps and oils"
"1262","NON-FOOD GROCERY","PERSONAL SOAP AND BATH ADDITIVES","SOAP - BAR","Soaps and oils"
"1263","NON-FOOD GROCERY","PERSONAL SOAP AND BATH ADDITIVES","SOAP - SPECIALTY","Soaps and oils"
"1264","NON-FOOD GROCERY","PERSONAL SOAP AND BATH ADDITIVES","HAND CLEANERS AND HAND SANITIZERS","Soaps and oils"
"1265","NON-FOOD GROCERY","PERSONAL SOAP AND BATH ADDITIVES","BATH ADDITIVES - DRY","Soaps and oils"
"1266","NON-FOOD GROCERY","PERSONAL SOAP AND BATH ADDITIVES","BATH ADDITIVES - LIQUID","Soaps and oils"
"1267","NON-FOOD GROCERY","PERSONAL SOAP AND BATH ADDITIVES","BATH OIL - LIQUIDS","Soaps and oils"
"1268","NON-FOOD GROCERY","PERSONAL SOAP AND BATH ADDITIVES","BATH OIL - DRY","Soaps and oils"
"1269","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","REFERENCE CARD DVD/VIDEO","Software (audio, video, games)"
"1270","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","COMPUTER SOFTWARE AND SUPPLY","Software (audio, video, games)"
"1271","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","COMPUTER SOFTWARE","Software (audio, video, games)"
"1272","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","VIDEO PRODUCTS PRERECORDED","Software (audio, video, games)"
"1273","GENERAL MERCHANDISE","ELECTRONICS, RECORDS, TAPES","VIDEO AND COMPUTER GAMES","Software (audio, video, games)"
"1274","DRY GROCERY","SOUP","SOUP-CANNED","Soup"
"1275","DRY GROCERY","SOUP","STEW MIXES - DRY","Soup"
"1276","DRY GROCERY","SOUP","SOUP MIXES - DRY & BASES","Soup"
"1277","DRY GROCERY","SOUP","BOUILLON","Soup"
"1278","DRY GROCERY","SOUP","INSTANT MEALS","Soup"
"1279","DRY GROCERY","SOUP","PERISHABLE BROTH AND BOUILLON","Soup"
"1280","DRY GROCERY","SOUP","RBC SOUP AND CHOWDER","Soup"
"1281","DRY GROCERY","SPICES, SEASONING, EXTRACTS","VEGETABLES - ONIONS - INSTANT","Spices, seasoning and extracts"
"1282","DRY GROCERY","SPICES, SEASONING, EXTRACTS","SALT - TABLE","Spices, seasoning and extracts"
"1283","DRY GROCERY","SPICES, SEASONING, EXTRACTS","SALT - COOKING/EDIBLE/SEASONED","Spices, seasoning and extracts"
"1284","DRY GROCERY","SPICES, SEASONING, EXTRACTS","SALT SUBSTITUTES","Spices, seasoning and extracts"
"1285","DRY GROCERY","SPICES, SEASONING, EXTRACTS","SALT-CANNING/PICKLING/CURING","Spices, seasoning and extracts"
"1286","DRY GROCERY","SPICES, SEASONING, EXTRACTS","HOME CANNING SEASONINGS","Spices, seasoning and extracts"
"1287","DRY GROCERY","SPICES, SEASONING, EXTRACTS","MONOSODIUM GLUTAMATE & FLAVOR ENHANCERS","Spices, seasoning and extracts"
"1288","DRY GROCERY","SPICES, SEASONING, EXTRACTS","MEAT MARINADES & TENDERIZERS","Spices, seasoning and extracts"
"1289","DRY GROCERY","SPICES, SEASONING, EXTRACTS","PEPPER","Spices, seasoning and extracts"
"1290","DRY GROCERY","SPICES, SEASONING, EXTRACTS","EXTRACTS","Spices, seasoning and extracts"
"1291","DRY GROCERY","SPICES, SEASONING, EXTRACTS","SEASONING - LIQUID & REMAINING","Spices, seasoning and extracts"
"1292","DRY GROCERY","SPICES, SEASONING, EXTRACTS","SEASONING-DRY","Spices, seasoning and extracts"
"1293","DRY GROCERY","SPICES, SEASONING, EXTRACTS","COOKING BAGS W/SEASONING","Spices, seasoning and extracts"
"1294","DRY GROCERY","SPICES, SEASONING, EXTRACTS","PERISHABLE HERB AND SPICE SEASONING","Spices, seasoning and extracts"
"1295","DRY GROCERY","SPICES, SEASONING, EXTRACTS","PERISHABLE MARINADE AND TENDERIZER","Spices, seasoning and extracts"
"1296","GENERAL MERCHANDISE","TOYS & SPORTING GOODS","BICYCLES & ACCESSORIES","Sports goods"
"1297","GENERAL MERCHANDISE","TOYS & SPORTING GOODS","SPORTS & NOVELTY CARDS","Sports goods"
"1298","GENERAL MERCHANDISE","TOYS & SPORTING GOODS","SPORTING GOODS","Sports goods"
"1299","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","ARTIST AND HOBBY PAINT AND SUPPLY","Stationery, school supplies"
"1300","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","MAILING SUPPLY","Stationery, school supplies"
"1301","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","SCHOOL AND OFFICE SUPPLY","Stationery, school supplies"
"1302","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","SCHOOL AND OFFICE BASICS","Stationery, school supplies"
"1303","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","SCHOOL AND OFFICE FASTNER AND PUNCH","Stationery, school supplies"
"1304","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","SCHOOL AND OFFICE MEASURES SHARPENERS","Stationery, school supplies"
"1305","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","DRY ERASE BULLETIN BOARD AND ACCESORY","Stationery, school supplies"
"1306","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","RBC ELECTRONIC PENCIL SHARPENER","Stationery, school supplies"
"1307","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","RBC LABEL MAKER TAPE","Stationery, school supplies"
"1308","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","RBC LABEL MAKERS AND LABEL PRINTERS","Stationery, school supplies"
"1309","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","RBC PAPER SHREDDERS","Stationery, school supplies"
"1310","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","TAPE - MISCELLANEOUS","Stationery, school supplies"
"1311","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","GLUE","Stationery, school supplies"
"1312","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","DIARY & AUTOGRAPH BOOKS","Stationery, school supplies"
"1313","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","SCHOOL AND OFFICE PAPER AND FORMS","Stationery, school supplies"
"1314","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","REPORT COVERS AND SHEET PROTECTORS","Stationery, school supplies"
"1315","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","CORRECTION FLUID AND ERASERS","Stationery, school supplies"
"1316","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","PERSONAL PLANNERS BINDERS AND FOLDERS","Stationery, school supplies"
"1317","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","DIVIDERS TABS LABELS AND TAGS","Stationery, school supplies"
"1318","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","SCHOOL AND OFFICE STORAGE AND DISPENSER","Stationery, school supplies"
"1319","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","HOME SCHOOL AND OFFICE COMBINATIONS","Stationery, school supplies"
"1320","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","ADHESIVE NOTE PADS","Stationery, school supplies"
"1321","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","MAILING ACCESSORIES","Stationery, school supplies"
"1322","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","OFFICE SUPPLIES","Stationery, school supplies"
"1323","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","CALENDARS","Stationery, school supplies"
"1324","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","SCHOOL SUPPLIES","Stationery, school supplies"
"1325","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","STATIONERY","Stationery, school supplies"
"1326","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","CRAYONS","Stationery, school supplies"
"1327","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","PENCILS - COLORED","Stationery, school supplies"
"1328","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","MARKERS","Stationery, school supplies"
"1329","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","PENS & PENCILS","Stationery, school supplies"
"1330","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","LABEL MAKER TAPE","Stationery, school supplies"
"1331","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","LABEL MAKERS AND LABEL PRINTERS","Stationery, school supplies"
"1332","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","PAPER SHREDDERS","Stationery, school supplies"
"1333","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","ELECTRONIC PENCIL SHARPENERS","Stationery, school supplies"
"1334","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","PREPAID GIFT CARDS","Stationery, school supplies"
"1335","GENERAL MERCHANDISE","STATIONERY, SCHOOL SUPPLIES","HOBBY PAINTS","Stationery, school supplies"
"1336","DRY GROCERY","SUGAR, SWEETENERS","SUGAR - BROWN","Sugar and sweeteners"
"1337","DRY GROCERY","SUGAR, SWEETENERS","SUGAR-POWDERED","Sugar and sweeteners"
"1338","DRY GROCERY","SUGAR, SWEETENERS","SUGAR - REMAINING","Sugar and sweeteners"
"1339","DRY GROCERY","SUGAR, SWEETENERS","SUGAR-GRANULATED","Sugar and sweeteners"
"1340","DRY GROCERY","SUGAR, SWEETENERS","SUGAR SUBSTITUTES","Sugar and sweeteners"
"1341","DRY GROCERY","SUGAR, SWEETENERS","PERISHABLE SUGAR","Sugar and sweeteners"
"1342","DRY GROCERY","SUGAR, SWEETENERS","PERISHABLE SUGAR SUBSTITUTE AND SWTNR","Sugar and sweeteners"
"1343","GENERAL MERCHANDISE","SUNGLASSES","SUNGLASSES","Sunglasses"
"1344","DRY GROCERY","TABLE SYRUPS, MOLASSES","SYRUP - SORGHUM & SUGAR","Table syrups"
"1345","DRY GROCERY","TABLE SYRUPS, MOLASSES","SYRUP - TABLE","Table syrups"
"1346","DRY GROCERY","TABLE SYRUPS, MOLASSES","SYRUP - BERRY/FRUIT TYPE","Table syrups"
"1347","DRY GROCERY","TABLE SYRUPS, MOLASSES","MOLASSES","Table syrups"
"1348","DRY GROCERY","TABLE SYRUPS, MOLASSES","PERISHABLE SYRUP AND MOLASSES","Table syrups"
"1349","DRY GROCERY","TEA","TEA - HERBAL - INSTANT","Tea"
"1350","DRY GROCERY","TEA","TEA - HERBAL BAGS","Tea"
"1351","DRY GROCERY","TEA","TEA - PACKAGED","Tea"
"1352","DRY GROCERY","TEA","TEA - BAGS","Tea"
"1353","DRY GROCERY","TEA","TEA - MIXES","Tea"
"1354","DRY GROCERY","TEA","TEA - INSTANT","Tea"
"1355","DRY GROCERY","TEA","TEA - LIQUID","Tea"
"1356","DRY GROCERY","TEA","TEA-HERBAL PACKAGED","Tea"
"1357","DRY GROCERY","TEA","PERISHABLE LIQUID TEA AND TEA DRINK","Tea"
"1358","DRY GROCERY","TEA","PERISHABLE HERBAL TEA BAG AND LOOSE TEA","Tea"
"1359","DRY GROCERY","TEA","PERISHABLE REAL TEA BAG AND LOOSE TEA","Tea"
"1360","DRY GROCERY","TEA","PERISHABLE INSTANT TEA AND TEA DRINK MIX","Tea"
"1361","GENERAL MERCHANDISE","LIGHT BULBS, ELECTRIC GOODS","TELEPHONE AND ACCESSORY","Telephone and accessories"
"1362","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","SMOKING ACCESSORY","Tobacco"
"1363","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","LIGHTER FLUID & FLINTS","Tobacco"
"1364","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","LIGHTERS","Tobacco"
"1365","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","CIGARETTES","Tobacco"
"1366","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","CIGARS","Tobacco"
"1367","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","SMOKING ACCESSORIES","Tobacco"
"1368","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","TOBACCO-SMOKING","Tobacco"
"1369","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","ANTI-SMOKING PRODUCTS","Tobacco"
"1370","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","TOBACCO-CHEWING","Tobacco"
"1371","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","ELECTRONIC CIGARETTES - SMOKING","Tobacco"
"1372","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","ELECTRONIC CIGARS - SMOKING","Tobacco"
"1373","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","ELECTRONIC REM ACCESSORY - SMOKING","Tobacco"
"1374","NON-FOOD GROCERY","TOBACCO & ACCESSORIES","CIGARETTE AND CIGAR PAPER","Tobacco"
"1375","GENERAL MERCHANDISE","TOYS & SPORTING GOODS","TOYS","Toys and games"
"1376","GENERAL MERCHANDISE","TOYS & SPORTING GOODS","COLORING BOOKS","Toys and games"
"1377","GENERAL MERCHANDISE","TOYS & SPORTING GOODS","DOLLS & FIGURES","Toys and games"
"1378","GENERAL MERCHANDISE","TOYS & SPORTING GOODS","GAMES","Toys and games"
"1379","GENERAL MERCHANDISE","SOFT GOODS","UNDERCLOTHING-MEN'S & BOY'S","Underwear"
"1380","GENERAL MERCHANDISE","SOFT GOODS","WOMEN AND GIRL'S UNDERGARMENTS - REMAINING","Underwear"
"1381","GENERAL MERCHANDISE","SOFT GOODS","WOMEN AND GIRL'S UNDERGARMENTS - PANTIES","Underwear"
"1382","GENERAL MERCHANDISE","SOFT GOODS","WOMEN AND GIRL'S UNDERGARMENTS - BRAS","Underwear"
"1383","GENERAL MERCHANDISE","SOFT GOODS","WOMEN & GIRL'S UNDERGARMENTS - DAYWEAR","Underwear"
"1384","HEALTH & BEAUTY CARE","VITAMINS","RBC NUTRITIONAL HEALTH SUPPLEMENTS","Vitamins and supplements"
"1385","HEALTH & BEAUTY CARE","VITAMINS","NUTRITIONAL SUPPLEMENTS","Vitamins and supplements"
"1386","HEALTH & BEAUTY CARE","VITAMINS","COMPLETE NUTRITIONAL PRODUCTS","Vitamins and supplements"
"1387","HEALTH & BEAUTY CARE","VITAMINS","VITAMINS/TONICS-LIQUID & POWDER","Vitamins and supplements"
"1388","HEALTH & BEAUTY CARE","VITAMINS","VITAMINS-MULTIPLE","Vitamins and supplements"
"1389","HEALTH & BEAUTY CARE","VITAMINS","VITAMINS-B COMPLEX W/C","Vitamins and supplements"
